consumer_name,consumer_nb_review_writed,stars,title_review,content_review,date_experience,company
Olivier F.,1,5,Service rapide et très bon tarifs!,,,ecigplanete.com
Stanislas Chapovaloff,1,5,J'ai passé une commande,"J'ai passé une commande, pas de problème et livraison rapide",,ecigplanete.com
Nadia MAUNY,1,5,Tarifs très intéressants,"Je ne vais pas cacher le fait que j'ai choisi ce site par rapport aux prix. En effet je n'ai pas trouvé mieux ailleurs, les produits sont identiques, l'envoi est rapide, et le site est assez intuitif.",,ecigplanete.com
Elisabeth,2,5,Je suis satisfaite à tous points de…,"Je suis satisfaite à tous points de vue, la rapidité de l,envoi et qualité du produit.",,ecigplanete.com
William PEREZ,1,5,Site tres fiable que je recommande…,"Site tres fiable que je recommande fortement Proposition de produits aux prix très corrects , livrés rapidement.Merci",,ecigplanete.com
marie christine paimparay,2,5,1er commande,Ras satisfait de la première commande,,ecigplanete.com
Régis,1,5,"Super,correspond à mes attentes",,,ecigplanete.com
Eric DANGEREUX,1,5,parfait,Rapide et conforme,,ecigplanete.com
Camille,1,5,Très bien,Parfait ! Conforme à la commande! Livraison rapide,,ecigplanete.com
Pharaonnpdc,6,4,Tout va bien.,"Bons prix, rapidité, simplicité, tout va bien. Merci.",,ecigplanete.com
Marielle Duchanoy,1,5,Conforme à ce que j'attendais,Conforme à ce que j'attendaisMerci,,ecigplanete.com
vincent v.,2,5,Excellent!,Excellent! Je sais où commander maintenant !,,ecigplanete.com
NADINE,7,5,Bien,Bien. Les prix sont intéressants mais il y a souvent des ruptures. Dommage,,ecigplanete.com
Neige Neige,4,5,Au top!!,Au top!!! des prix au plus bas et un service client au petit soin! Nouvelle cliente addict.,,ecigplanete.com
Marie France Maciaszek,1,5,Satisfaite de la livraison qui a été…,Satisfaite de la livraison qui a été assez rapide et les produits bien emballés merci,,ecigplanete.com
Andrée AUGUSTE,1,5,Toujours aussi efficaces,Toujours aussi efficaces. MERCI,,ecigplanete.com
Benghanem lydia,4,5,Non-qualité prix livrer à temps,,,ecigplanete.com
jacques guillemin,3,5,Très sympathique et efficace,,,ecigplanete.com
Cédric Derly,2,5,Très bon service,"Très bon service, livraison rapide.. Juste manque toujours de l'arôme caramel réglisse..",,ecigplanete.com
PIERRE ALBERT DUMON,4,5,Livraison rapide,"Livraison rapide, bien emballé et conforme. C'est parfait merci.",,ecigplanete.com
Fabienne Aurelle,1,5,commande facile a faire livraison…,commande facile a faire livraison rapide.siple et efficasse,,ecigplanete.com
M. William P. à Rosny sous Bois,2,5,Service irréprochable,Dynamisme commercial et traitement des commandes et des livraisons très satisfaisants.William,,ecigplanete.com
Delphine,1,5,Prix et rapidité de livraison sans égal…,Prix et rapidité de livraison sans égal Bravo et merci,,ecigplanete.com
Monique Steiner,1,5,C est la première fois que je commande…,"C est la première fois que je commande mes produits!! Parfait pour la livraison, l emballage et rapidité, grand merci",,ecigplanete.com
sandra,5,5,Parfait produits conformes à la…,Parfait produits conformes à la commande et livraison très rapide.,,ecigplanete.com
Loubna benabdelkader,1,5,Satisfaite,"Satisfaite, livraison rapide",,ecigplanete.com
Vanessa Foucault,1,3,Livraison assez longue,,,ecigplanete.com
Laurence,2,5,Livraison rapide,Livraison rapide Prix très corrects,,ecigplanete.com
Bernard,2,5,Livraison conforme à la commande et…,Livraison conforme à la commande et rapidement acheminée. Merci,,ecigplanete.com
James Dean,6,5,Première commande reçue en temps et en…,"Première commande reçue en temps et en heure, produits de bonnes qualité, RAS.",,ecigplanete.com
Hedi Marc CHELBI,1,1,Réclamation faite auprès de la poste a…,Réclamation faite auprès de la poste a ce jour j'ai toujours pas ma commande ?,,ecigplanete.com
Jean-Marc Boucher,2,5,Très satisfait de ma première…,"Très satisfait de ma première commande,de plus, très réactif aux divers renseignements demandés par e-mail, réponse quasi immédiate, merci à vous",,ecigplanete.com
Maroc,1,5,Des prix imbattables avec un large…,"Des prix imbattables avec un large choix, de grosses économies en perspective",,ecigplanete.com
Olivier,12,5,Site agréable à naviguer,"Site agréable à naviguer, prix intéressants et toujours des super promos. Livraison rapide. Très bien.",,ecigplanete.com
Alain Poitier,1,5,Confirme à la commande,Confirme à la commande. Envoi dans les temps. Je recommande ce site.,,ecigplanete.com
M. LEDIEN Gregory,2,5,Nickel service super rapide je…,Nickel service super rapide je recommande pleinement ce site,,ecigplanete.com
Georges DOMENE,2,5,Rapide et conforme,,,ecigplanete.com
FRANCIS (Vosges),2,5,Parfait,Parfait. Livraison super rapide. Bravo,,ecigplanete.com
Jérôme DAPVRIL,1,5,Première commande,"Étant habitué à commander sur un autre site connu je suis tombé sur ecigplanete par hasard . Vos prix sont plus attractif , pourvu que ça dure... Ma première commande s'est déroulé sans problème et la livraison rapide . Je pense renouveler mes prochaines commandes Chez vous .",,ecigplanete.com
De Bosschère Alexandre,1,5,Toujours livré rapidement,"Toujours livré rapidement, super service",,ecigplanete.com
Damien,1,5,Commande conforme rapide,Commande conforme rapide. Cig non encore utilisé,,ecigplanete.com
- mathieu druelle,1,5,Tout est parfait !,"Tout est parfait, plusieurs commandes depuis quelques années. Envoi toujours soigné et rapide !Je recommande vivement !",,ecigplanete.com
Jean Jacques,1,5,Reçu rapidement bien emballé je…,Reçu rapidement bien emballé je recommanderais,,ecigplanete.com
Romain Boivin,1,5,Très bien très rapide grand choix très…,Très bien très rapide grand choix très bon prix,,ecigplanete.com
Client,2,5,rapide et conforme à la commande,rapide et conforme à la commande. Je recommande,,ecigplanete.com
LOLA,1,5,Genialisime,Au top livraison rapide et soigner un choix de produit variés et les prix sont top. Je recommande ecigplanete à mon entourage qui vape.,,ecigplanete.com
Djam,1,5,Excellent rapport qualité/prix et en…,"Excellent rapport qualité/prix et en plus livraison en chronopost sans surcoût. Bien sur, à condition de respecter le franco. Que demander de plus...",,ecigplanete.com
Emilia Montagnac,1,4,Niquel,Bien reçu je suis satisfaite,,ecigplanete.com
Michel RADDE,7,5,Bon produit,"Bon produit, livraison dans les délais.",,ecigplanete.com
Julien Massare,1,4,Colis arriver à temps merci je…,Colis arriver à temps merci je recommande,,ecigplanete.com
Sylvain,1,5,Satisfait comme a chaque commande…,Satisfait comme a chaque commande passée sur le site,,ecigplanete.com
Pierrick,3,5,Conforme,"Conforme, envoi rapide.....efficace en somme",,ecigplanete.com
clavel muriel,2,5,Très satisfaite des articles et des…,Très satisfaite des articles et des prix merci,,ecigplanete.com
Nathalie DEVAUX,1,5,Je devais être livrée en 48h,"Je devais être livrée en 48h, toujours rien au bout de 96h",,ecigplanete.com
Samuel Gautron,1,5,Site complet commpetitif,,,ecigplanete.com
Teralleripas,1,3,Correct mais pas parfait.,"Très correct, préparation de commande plutôt rapide mais malheureusement, erreur faite dans celle ci.",,ecigplanete.com
Severine,1,5,Parfait,Je recommande,,ecigplanete.com
Cam,1,5,excellent service je recommanderai,,,ecigplanete.com
Jean Daniel QUILES,1,5,livraison impeccable,,,ecigplanete.com
JOP,2,5,Livraison conforme à ce qui a été…,"Livraison conforme à ce qui a été acheté, également dans les délais.Rien à redire tout est OK.",,ecigplanete.com
Nastasia FONTENAY-STIPA,1,5,Super cigarette,Super cigarette! Livraison nickel,,ecigplanete.com
Cedric,1,5,Très satisfait des prix et du choix,,,ecigplanete.com
PATRICE TIMMERMAN,3,4,reçu 4 jours après la commande...,,,ecigplanete.com
François Flament,1,5,Super site.,"Bonjour, toujours satisfait de la rapidité et des articles commandés.Cordialement François.",,ecigplanete.com
Gilles,1,5,Très bien rien à dire,,,ecigplanete.com
AurL,4,5,rapide et produits conformes!,,,ecigplanete.com
Françoise m,8,5,Parfait comme toujours,Parfait comme toujours. Site qui propose un large choix à des prix très serrés promos sympas rapidité d'expedition,,ecigplanete.com
Herve rivoiron,1,4,Bien,BienAutant les produits comme la livraison a l heure,,ecigplanete.com
denis amann,2,4,navigation facile sur le site,navigation facile sur le site. livraison rapide merci,,ecigplanete.com
Yanis,1,5,Très bon produits et beaucoup moins…,Très bon produits et beaucoup moins cher que la concurrence,,ecigplanete.com
Marie Noelle Coat Queau,1,5,Très contente livraison rapide merci,,,ecigplanete.com
Ophélie Lefèvre,2,5,Bons produits,Bons produits. Livraison rapide. Site à recommander.,,ecigplanete.com
Madame G.,1,4,Satisfaite.,Après un retard et avoir contacter la société tout est rapidement rentré dans l'ordre. Produits bien reçus et conformes à la commande.,,ecigplanete.com
Sebastien BELLEC,1,5,Objets que je recherchais en stock et délai de livraison respecter,,,ecigplanete.com
FM75,9,5,Bonne expérience,Site internet bien faitInformations faciles à trouverCommande facileLivraison dans les temps,,ecigplanete.com
Jean-Marie,1,5,Rapide et efficace,,,ecigplanete.com
Client,2,5,Parfait,Livraison Rapide avec information de suivi en temps réel. Service réactif en cas de besoin. Bon boulot.,,ecigplanete.com
Hachmi ALI,1,5,Excellent site de vape.,"Excellent rapport qualité/prix. Délai de livraison très satisfaisant. Bref, un site de vape que je recommande chaudement.",,ecigplanete.com
Jérémie Marion,4,5,Très bon site.,"Très bon site.Je suis super content, tout est arrivé super vite. Bien emballé et totalement conforme à ce que j'ai commandé.",,ecigplanete.com
Sophie,1,5,Juste génial,"Juste génial, envoie rapide, préparation rapide, prix competitifs",,ecigplanete.com
Hakim,1,4,Tarif attractif et livraison rapide,"Tarif attractif et livraison rapide. J'ai pas mis 5 étoile, car je ne peux pas me prononcer sur la qualité des produits avant 2 semaines.",,ecigplanete.com
Client,3,5,commande reçu rapidement et conforme a…,commande reçu rapidement et conforme a mon attente le prix est super compétitif bravo toute l'equipecontinuer comme cela et je serait un client fidelecordialement,,ecigplanete.com
Djamila Remili,1,1,Batterie déjà fatiguée,Batterie déjà fatiguée. J'ai déjà acheté la penguin et la batterie durée toute la journée. Mais celle-ci il faut la recharger dans la journée. A croire qu'elle a déjà servie.🤔☹,,ecigplanete.com
Auffret.S,2,5,Commandé mardi après midi,"Commandé mardi après midi, reçu jeudi midi.Prix attractifs.. Site de confiance",,ecigplanete.com
Roll's,1,5,Impeccable,"Impeccable, rien à dire, rapide et avec un grand choix.",,ecigplanete.com
Sébastien,1,5,Très bien,Très satisfait. Prix compétitif et envoi soigné.,,ecigplanete.com
Jeremy,1,5,Efficace,"Efficace, belle promotion, produits de qualité et livraison rapide",,ecigplanete.com
Arnaud B.,2,5,site au top,"site au top, très rapide dans l'envoi, prix assez bas.",,ecigplanete.com
Elisa Pascual,2,5,Parfait et reçu rapidement comme…,Parfait et reçu rapidement comme toujours 😉,,ecigplanete.com
Josy,1,5,Les produits sont de bonne qualité,"Les produits sont de bonne qualité , les livraisons avec des délais corrects , je continue à commander sans soucis",,ecigplanete.com
Patrick Giraud,1,5,Expédition rapide et produit…eleaf ikuu i80,"Expédition rapide et produit correspondant à mes attentes , merci ecigplanete pour votre professionnalisme. Cordialement",,ecigplanete.com
Joel Besin,1,4,Site bien prix correct mais attention a…,Site bien prix correct mais attention a l envoie des colis souvent recu en vrac,,ecigplanete.com
Sylvie VAN VLANDEREN,4,5,Livraison rapide et soignée,"Livraison rapide et soignée, service clients efficace",,ecigplanete.com
dominique,2,4,bien mais je n'ai pas trouvé les…,bien mais je n'ai pas trouvé les résistances pour ma e cigarette,,ecigplanete.com
Magalie,2,4,Les colissimo a domicile sont trop long…,"Les colissimo a domicile sont trop long faut mieux privilégier le relais bcp plus rapide car la poste ne tient pas ses engagements de livraison. A part ce soucis indépendant de ecigarette, c'est un très bon site pas chère",,ecigplanete.com
Raphaël Gée,1,5,Très bon service,,,ecigplanete.com
Simon,1,1,Première et dernière commande,"Suite recommandation et parrainage , j’effectue une première commande. Erreur de la poste, commande non livrée. Je fais une réclamation à la poste et sur le site afin soit que mon colis soit retrouvé soit qu’on me relivre ma commande (commande de seulement 30€ !! Je crois que le site pouvait faire un effort)Derrière aucun service client hormis un « débrouillez-vous » dans une formulation non approprié dans les mails. Après 10 jours de réclamation, on me propose de me rembourser 50% de ma commande ...En conclusion, c’était ma 1ère et dernière commande (non livrée) sur ce site.",,ecigplanete.com
ARNAUD FABIENNE,10,5,Bon produit,"Bon produit, livraison rapide",,ecigplanete.com
Client,2,5,Service rapide est top merci,,,ecigplanete.com
Jalsan,1,5,Commande reçue très rapidement est bien…,"Commande reçue très rapidement est bien emballée, satisfaite des 1er produits goûter.",,ecigplanete.com
Frédéric Dorange,2,5,Site très réactif et envoie rapide,,,ecigplanete.com
Le bouyaveur,1,4,Toujours aussi cool sauf la nouvelle…,"Toujours aussi cool sauf la nouvelle ""employé"" Une étoile en moins pour elle.",,ecigplanete.com
Martial,1,5,Très bien,Commande de résistance et produits : Très bien.Livraison rapide.,,ecigplanete.com
Valérie,1,5,Confiance,"Je cherchais un type de vapote en particulier et je l'ai trouvé sur ecigplanete, j'ai regardé les avis sur internet et ils étaient plutôt bons,du coup j'ai commandé, reçu 5 jours après, j'étais ravies depuis je commande chez ecigplanete les yeux fermés 😁",,ecigplanete.com
Xavier Lahaye,1,5,Livraison très rapide et conforme aux…,Livraison très rapide et conforme aux attentes. Parfait,,ecigplanete.com
lilite 44,7,5,Efficacité,"Efficacité, rapidité, prix, bref parfait comme d’habitude",,ecigplanete.com
Emma Santise,1,5,Envoie rapide très bon produit avec des…,Envoie rapide très bon produit avec des prix imbattables et des promotions régulièrement ! Je recommande,,ecigplanete.com
CAROLINE B.,1,5,Top!,"Après plusieurs commandes sur le site, je peux dire que j'en suis pleinement satisfaite. Liquides de qualité, livraison rapide, bref top !",,ecigplanete.com
JSP,1,5,Envoi rapide et conforme à la commande,Envoi rapide et conforme à la commande. Excellent rapport qualité prix. Je recommande,,ecigplanete.com
Dav j,1,2,"Sur 2 flacons,un flacon n etait pas…","Sur 2 flacons,un flacon n etait pas bien scellé.30ml de perdu dans l emballage,dommage.Je retournerai chez mon ancien fournisseur !",,ecigplanete.com
Natacha,3,5,Super site,"Super site, super promos, super qualité, bref le meilleur pour moi",,ecigplanete.com
Krystele Etchemendigaray,2,5,Réactivité pour l envoi,"Réactivité pour l envoi . Fiabilité du site, rabais fréquent sur le Site .",,ecigplanete.com
Alexandre LAURENT,1,5,Pour les coils alien jtr,"Pour les coils alien jtr, 0.20, pas encore tester mais la réputation n est plus à faire...rien qu à les voir, ça respire la qualité",,ecigplanete.com
Jasserand,4,5,Super site pour cigarette électronique…,Super site pour cigarette électronique et livraison ultra rapide 👍🙂,,ecigplanete.com
Jean Marc,2,5,Très bien,Très bien et rapide,,ecigplanete.com
Pedro R,2,5,Livraison rapide,"Livraison rapide , parfait !!!!",,ecigplanete.com
Jeremie,1,5,Livraison soignée et rapide.,,,ecigplanete.com
Ciriaco,1,5,Troisième commande et toujours…,"Troisième commande et toujours satisfait. Prix intéressant , efficacité et rapidité de livraison",,ecigplanete.com
Sylvie c,1,5,livraison rapide,"livraison rapide , un de mes produits commandés était en rupture de stock très vite on m'a contacté pour me proposer autre chose ou etre remboursé merci ecigplanete",,ecigplanete.com
- jamel melil,1,3,je ne peux pas encore donner d'avis je…,je ne peux pas encore donner d'avis je n'ai pas encore vaper les produits! par contre sur ma commande précédente les arômes que j'avais achetés étaient peu chers mais je comprends mieux pourquoi! ils n'avaient aucun goût et pourtant j'ai mis plus d'arômes que ce qui était préconisé!,,ecigplanete.com
sophie merieau-hazemann,4,5,Service rapide et conforme à la…,Service rapide et conforme à la commande et bon marché.,,ecigplanete.com
Abdel.informatique LAALMI,3,5,Parfait merçi,,,ecigplanete.com
GALASSO ALAIN,4,5,livraison rapide et produit qui me…,livraison rapide et produit qui me convient parfaitement,,ecigplanete.com
Isabelle Jean,3,5,Toujours au top,"Toujours au top ! Prix , traitement des commandes et livraison tout est parfait",,ecigplanete.com
Karine,2,5,Excellente site,"Excellente site, très satisfaite et ravie de ma commande.Livraison rapide et sérieuse.Bravo à toute l'équipe !",,ecigplanete.com
Seb M,1,5,Large choix de produit,"Large choix de produit et tarif competitif, belle promotion pour le mois de décembre sur les liquides.",,ecigplanete.com
Ramez LABIB-SAMI,1,1,"Commande annulée par eCigplanete, sans aucune explication!",,,ecigplanete.com
Benjamin Gontier,1,5,Je recommande,Prix attractifs et livraison très rapide,,ecigplanete.com
Zakaria,2,1,Ma commande a été annulée,Ma commande a été annulée. J'ai reçu un message d'annulation sans aucune explication. Je pense que c'est ma dernière commande chez ecigplanet. Très déçu.,,ecigplanete.com
louis laurens,2,5,Super cigarette électronique,"Super cigarette électronique, tiens bien la charge et réservoir assez grand.",,ecigplanete.com
damien fourni,3,5,Bon rapport qualité/prix,Bon rapport qualité/prix. Envoi rapide .,,ecigplanete.com
Jean-louis,3,1,Un produit n'a pas était livré,"Un produit n'a pas était livré, j'en ai recu un autre",,ecigplanete.com
Marie-Ange Beaurepaire,4,5,Expédition rapide,"Expédition rapide, tout est parfaitMerci",,ecigplanete.com
Pierre,1,5,Produits tout à fait conforme à la…,"Produits tout à fait conforme à la description et à mes attentes.Préparation de la commande rapide et livraison gratuite ( selon montant) en colissimo tout aussi rapide (commandé le 3/12/20 et livré le 7/12/20, avec le dimanche 6 ).Tarifs très intéressant et nombreux choix .Société à recommander.",,ecigplanete.com
Nicolas F,1,5,Parfait,Super ! Efficacité et fiabilité des commandes.,,ecigplanete.com
Frédéric M.,1,5,Le meilleur,"Le meilleur site. Toujours aussi compétitif, et livraison rapide.",,ecigplanete.com
Cédric,2,4,Merci,Merci pour cette commande,,ecigplanete.com
David,1,5,Très bien,"Site ergonomique, prix très attractif, livraison rapide et conforme a ma commande. Je valide et recommande.",,ecigplanete.com
MUJO,3,5,Commande reçu rapidement produits…,Commande reçu rapidement produits conforme à la description,,ecigplanete.com
Severine Carre,1,4,Satisfaite de ma commande et livraison…,Satisfaite de ma commande et livraison rapide,,ecigplanete.com
Yamina abdat,1,5,Livraison rapide et complète !,,,ecigplanete.com
Machin Bidule,2,3,"Très content de la commande en soit, moins du site","Très content de la commande en soit, expédiée 2h après la commande, et livrée le lendemain.Mais mécontent du site, qui inscrit obligatoirement à la newsletter alors que je suis sûr et certain que je n'avais PAS coché la case autorisant à me les envoyer...",,ecigplanete.com
Sophie B.,3,5,Site convivial,"Site convivial De nombreux choix , promotions sympa et livraison rapide.",,ecigplanete.com
Christophe folie,1,5,Parfait,Parfait. Produits conformes. Livraison rapide. RAS.,,ecigplanete.com
Anouar RAHMOUNI,1,4,Très bon site rien à dire livraison…,Très bon site rien à dire livraison rapide ça fait la troisième fois que je passe une commande aucun souci pour le moment où trouver tout ce qu'il faut pour vapoter à vous de faire votre choix,,ecigplanete.com
Elisa,1,5,Kit très complet,"Kit très complet, et très bon prix. Contente de mon achat je repasserai commande très vite",,ecigplanete.com
Florian gadroy,1,5,Au top,"Rapide, moins cher que la concurrence. Je recommande",,ecigplanete.com
christophe,2,5,Livraison colis prix,"Livraison colis prix, tout est top",,ecigplanete.com
Véronique CHARLES,1,5,Navigation sur site satisfesante,"Navigation sur site satisfesante, produit conforme à mes attentes mais avec une augmentation de tarif malgré la remiseLivraison rapide et correcte",,ecigplanete.com
NAOUEL ED-DERMOUNE,2,5,Parfait!,"Livraison rapide, prix attractifs, réductions fréquentes",,ecigplanete.com
Fabienne denis,2,5,Des prix imbattables,"J'adore ce site.Non seulement le site internet est très bien fait et intuitif, les prix sont très compétitifs, et en plus, on vous répond très rapidement à la moindre question. L'envoi est très très rapide et très bien emballé pour ne pas qu'il y ait le moindre dommage. Bref je suis totalement satisfait et resterait fidèle à Ecigplanete.",,ecigplanete.com
didier,2,5,Très bien envoie rapide,,,ecigplanete.com
Andre oudot,6,5,Excellent site,"Le prix, le choix, la livraison tout est top, merci pour tout",,ecigplanete.com
Marie-Line BREUILLAUD,6,5,Tarifs du matériel incomparable,"Tarifs du matériel incomparable ! Un bémol sur le produit que je vapote, très souvent en rupture ou quantité insuffisante.",,ecigplanete.com
Maureen Gerstner,1,5,Une superbe entreprise,Entreprise au top. Beaucoup de choix sur leur site un service rapide . Même leur service client et top un petit message sur messenger et il vous réponds dans l'heur,,ecigplanete.com
PATRICK (29),3,5,Comme d'habitude avec ecigplanete les…,"Comme d'habitude avec ecigplanete les produits sont conformes et de qualité.Le traitement de la commande, l'expédition et la livraison rapide.",,ecigplanete.com
leclere,11,5,"Super site, rapide et compétitif !","Je commande assez régulièrement sur le site Ecigplanete et je n'ai jamais été déçu.La livraison est ultra rapide et ils font des prix intéressants ! Alors oui, je recommande !",,ecigplanete.com
Tcly,1,5,Nickel,Très Rapide et produits conformes,,ecigplanete.com
Nathalie mescle,1,5,Très bien,Très bien conforme livraison rapide,,ecigplanete.com
Franck doré,1,5,Parfait,"Parfait, livraison rapide et produits exact",,ecigplanete.com
Murielle Euvrard,1,5,Bonjour commande arriver très vite et…résistance au,Bonjour commande arriver très vite et satisfaite merci,,ecigplanete.com
Guillaume,1,5,réactivité,"réactivité, tarifs, que demander de mieux",,ecigplanete.com
Yann,1,5,Au top,"Au top, produit excellent.A recommander fortement ;)",,ecigplanete.com
Client,16,5,Parfait,"Parfait, facilité de commande rapidité d'expédition et de réception. Avantageux grâce à la promotion, mais les frais de port plombe un peu cette promo à 30%",,ecigplanete.com
JokCoil,1,5,Très satisfait,"Très satisfait, correspond à la commande, livraison rapide.",,ecigplanete.com
NAS CONSTRUCTION,2,5,Toujours top,,,ecigplanete.com
nathalie feret,10,4,commande dans la norme bien emballée…,commande dans la norme bien emballée rien à dire bon site,,ecigplanete.com
Brandon laverge,1,5,Excellent je recommande,"Excellent je recommande, très gentil",,ecigplanete.com
Vladimir,1,5,Excellente plateforme qui ne cesse de…,"Excellente plateforme qui ne cesse de s'améliorer.Envois rapides, prix compétitifs.Que demandé de plus ?",,ecigplanete.com
Philippe,3,5,Un client satisfait,"Des tarifs très intéressants sur les jus grace aux fréquentes promos,envois rapides et fiables...du bon boulot,merci à l’équipe.",,ecigplanete.com
DOS SANTOS Thomas,3,5,Comme d’habitude envoie rapide et…,Comme d’habitude envoie rapide et soigné!,,ecigplanete.com
Habib Belkacem,1,5,Très bon site,"Très bon site, je recommande",,ecigplanete.com
Sylvie LAMIRAULT,1,3,C est pas votre site c est la livraison,,,ecigplanete.com
Xanadu,2,5,Livraison plus que rapide,"Livraison plus que rapide. Je recommande Ecigplanete. Personnellement, je recommanderai sur ce site.",,ecigplanete.com
Richard P.,2,5,Grand choix de produits et service…,Grand choix de produits et service rapide.,,ecigplanete.com
Francois,1,5,c'est parfait,,,ecigplanete.com
nicole,2,5,Excellent service en ligne,Excellente expérience avec ce site.Très réactif et joignable par téléphone ce qui est un plus. Je recommande,,ecigplanete.com
Arnaud sagaert,1,1,Commande non reçu,Commande non reçu Car pas de code pour récupérer l’acaht ds le point relais de la poste.,,ecigplanete.com
ROLIER MICHEL,3,5,livraison très rapide et le seul site…,livraison très rapide et le seul site de cigarette électronique ou je trouve la box aspire et de bon liquide,,ecigplanete.com
Nora benchabou,3,5,Génial super rapide,Génial super rapideAu niveau des prix top car très onéreux sur d'autre site,,ecigplanete.com
Julie Erbel,1,5,Livraison rapide,"Livraison rapide, prix correct",,ecigplanete.com
Renard anonyme,2,4,Bonne ergonomie de site,Bonne ergonomie de site. Promotions régulières. Les guides sont appréciables et utiles.Mais manque de choix de e-liquides pour les high VG.,,ecigplanete.com
Denis JEHL,1,5,clair fiable efficace,,,ecigplanete.com
Client,3,5,Merci eCigplanete,Livraison rapide et toujours les meilleurs tarifs.,,ecigplanete.com
Natacha SEVERINO,2,5,Bon prix,"Bon prix, expédition rapide, parfait.",,ecigplanete.com
Alexis Piasco,1,5,Livraison rapide super content,,,ecigplanete.com
DOMINIQUE BAZIN,4,5,Site sérieux,Site sérieux . Envoi rapide. Bons produits avec des prix intéressants.,,ecigplanete.com
Sylvie Sylvy,4,5,parfait,"parfait je suis toujours satisfaite, jamais décue",,ecigplanete.com
M. MOUCHEL stephane,4,5,Ras...livraison rapide prix…,Ras...livraison rapide prix intéressant...Je recommande.,,ecigplanete.com
David,1,5,Service sérieux et rapide comme…,Service sérieux et rapide comme d’habitude. A recommandé,,ecigplanete.com
Audrey Modolo,1,4,super,super comme a chaque fois,,ecigplanete.com
pascal16,9,4,livraison rapide,"livraison rapide , article comme commandé , satisfait .",,ecigplanete.com
Nathaniel ASCO,6,4,Traitement sérieux et envoi rapide…,"Traitement sérieux et envoi rapide mais... à quoi servent les soldes et autres promotions quand il n'y a pas assez de stock sur le seul article que j'achète régulièrement ?Du coup j'achète moins et faute de choix, j'achète des produits insatisfaisants.",,ecigplanete.com
Saunier Rodolphe,2,5,Site très sérieux et respecte ses…,"Site très sérieux et respecte ses engagements pour le délai de livraison sous 48 heures ,produits gourmand de qualité surtout italien.",,ecigplanete.com
Thierry le douaran,1,3,Ce qui est dommage à chaque fois avec…,Ce qui est dommage à chaque fois avec vous c est que vous nous faites tjrs des offres à moins 20 % et le lendemain de votre commande on vous propose moins 30% ce n ai pas la première fois j suis déçu de votre façon de procéder.,,ecigplanete.com
Rachel Fonseca,1,4,Envoie rapide,,,ecigplanete.com
Sylvain poignant,1,4,"Prix correct, livraison attention",Prix très correctTraitement de la commande efficace mais déjà vu plus rapideLivraison moyen 4 e liquide de 50ml à des niveaux différents sûrement du aux fuites dans l enveloppe des fioles ce que l'on retrouve sur toutes les bouteilles et dans le papier bulle de protection.,,ecigplanete.com
Daniel monteau,2,5,Beaucoup de choix service client au…,"Beaucoup de choix service client au top,j ai envoyé un message à 19h réponse dans la demie heure Commande reçu conforme Rien a dire je ferai d autres achats",,ecigplanete.com
Celine Thekal,1,5,Tjr très rapide à la livraison…,Tjr très rapide à la livraison commander dimanche reçu mercredi j'adoreTrès bon site avec beaucoup de choix,,ecigplanete.com
Catherine,2,5,Prix très intéressant,Prix très intéressant. Commande passée dimanche soir et reçu mercredi. Donc rien à redire.Merci à vous pour votre efficacité,,ecigplanete.com
Sarah B,2,5,Livraison rapide très bien,,,ecigplanete.com
marcel Fallait,2,5,Jamais déçu toujours dans les temps et…,Jamais déçu toujours dans les temps et au meilleur prix Cordialement,,ecigplanete.com
Monsieur DA SILVA,6,5,ras tout c est bien passer et des prix…,ras tout c est bien passer et des prix intéressant cordialement,,ecigplanete.com
Karine D.,4,5,Très bon site,"Très bon site, livraison rapide je recommande",,ecigplanete.com
Astrid.B,1,5,Très satisfaite,Très satisfaite! Tout est parfait.,,ecigplanete.com
Francine Tosello,1,5,Très bien,Très bien et sérieux,,ecigplanete.com
jannot,2,5,au top comme à chaque fois !,,,ecigplanete.com
Cedric Montre,2,5,Très bon vendeur et réactif,"Très bon vendeur et réactif , livraison rapide . Produit sayien au top et prix super",,ecigplanete.com
M Stefen,11,5,Merci pour la super promo Black Friday !,"Super ! Très satisfait ! Commande et livraison rapide, de très bonne qualité.Produits parfaits avec des promos supers ! MERCI !",,ecigplanete.com
Djolax,1,5,Top et pas cher,"Top, commandé vendredi soir livré mardi tarif interressants rien à dire c du travail de pro.",,ecigplanete.com
Emmanuel de larminat,1,4,Il y a un produit manquant mais je vais…,Il y a un produit manquant mais je vais prendre autre chose 👌.. ça va aller 😷. À bientôt,,ecigplanete.com
Stef,2,5,Rapide,"Rapide, complet, beaucoup de choix. Parfait",,ecigplanete.com
Cyril choureau,1,5,Tarifs attractifs et produits livrés en…,Tarifs attractifs et produits livrés en 2 jours. Efficace 👍,,ecigplanete.com
Yannick blanchin,1,5,Commande traite et expédier rapidement,"Commande traite et expédier rapidement, beaucoup de choix, au top",,ecigplanete.com
Sebastien Jourdan,1,5,Bon prix,"Bon prix, livraison rapide, parfait, merci !",,ecigplanete.com
Marie Pierre,1,5,"Très bon site ,livraison éclair ,clarté…","Très bon site ,livraison éclair ,clarté des informations ,produits de qualité ,prix attractif .Je recommande !MERCI!",,ecigplanete.com
Client,14,5,Très satisfait,"Tout s'est bien passé, les articles semblent de très bonne qualité et seront utilisés d'ici une quinzaine de jours. Merci !",,ecigplanete.com
