consumer_name;consumer_nb_review_writed;stars;title_review;content_review;date_experience;company;category;review;preprocess_review;sentiment;sentiment_nb;sentiment_confidence
Daniel Corbat;1;2.0;Qualité de l’emballage catastrophique.;Qualité de l’emballage catastrophique.Délai de livraison rapide, produit yOK;;www.britishlegends.fr;vehicles_transportation;Qualité de l’emballage catastrophique.Délai de livraison rapide, produit yOK;qualité emballage catastrophique délai livraison rapide produit yok;1;0;1.0
freddy;1;5.0;colis reçu a temps comme il était…;colis reçu a temps comme il était prévu, impeccable, je recommanderais;;www.britishlegends.fr;vehicles_transportation;colis reçu a temps comme il était prévu, impeccable, je recommanderais;colis reçu temps prévu impeccable recommanderais;1;0;1.0
Monsimier;1;5.0;AVis;Conforme à la commande et rapide;;www.britishlegends.fr;vehicles_transportation;Conforme à la commande et rapide;conforme commande rapide;1;0;1.0
Zezeille;1;5.0;Super !!!;Super !!!Livraison parfaitemontage facileMerci;;www.britishlegends.fr;vehicles_transportation;Super !!!Livraison parfaitemontage facileMerci;super ! ! ! livraison parfaitemontage facilemerci;1;0;1.0
christophe favier;1;5.0;livraison super rapide article…;livraison super rapide article impeccable;;www.britishlegends.fr;vehicles_transportation;livraison super rapide article impeccable;livraison super rapide article impeccable;1;0;1.0
JB;1;5.0;A recommander;Tres professionnel, m'ont appelé pour rectifier la commande compte tenu de mon véhicule Lexus.;;sturny-jantes.fr;vehicles_transportation;Tres professionnel, m'ont appelé pour rectifier la commande compte tenu de mon véhicule Lexus.;professionnel appelé rectifier commande compte tenu véhicule lexus;1;0;1.0
Orogedarn;1;5.0;site complet;site complet, descriptions détaillées et conformes aux produits.envoi rapide et soigné.Je repasserai par eux sans hésitation.Seul bémol le choix de la société de livraison --> GLS. Toujours une vraie plaie dans la région de Chartres.;;sturny-jantes.fr;vehicles_transportation;site complet, descriptions détaillées et conformes aux produits.envoi rapide et soigné.Je repasserai par eux sans hésitation.Seul bémol le choix de la société de livraison --> GLS. Toujours une vraie plaie dans la région de Chartres.;site complet descriptions détaillées conform produits envoi rapide soigné repasserai hésitation bémol choix société livraison -- > gls vraie plaie région chartres;1;0;1.0
PASCAL MORALES;1;5.0;Site tres serieux;Site tres serieux Je recommandeLivraison RapideInterlocuteur très professionnel;;sturny-jantes.fr;vehicles_transportation;Site tres serieux Je recommandeLivraison RapideInterlocuteur très professionnel;site serieux recommandelivraison rapideinterlocuteur très professionnel;1;0;0.864
Yves et Christel;2;5.0;Livraison rapide et conforme.;Livraison rapide et conforme.Parfait.;;sturny-jantes.fr;vehicles_transportation;Livraison rapide et conforme.Parfait.;livraison rapide conforme parfait;1;0;1.0
DIDIER MESTRES;1;5.0;Livraison ultra rapide jantes conforme…;Livraison ultra rapide jantes conforme à la commande;;sturny-jantes.fr;vehicles_transportation;Livraison ultra rapide jantes conforme à la commande;livraison ultra rapide jantes conforme commande;1;0;1.0
frederic gimenez;1;5.0;Brock B32 noires 7,5x19 ET40;J'ai commandé des Brock B32 7,5x19 ET40 noires. J'ai eu des réponses à toutes mes questions et de surcroît un suivi après la livraison.;;sturny-jantes.fr;vehicles_transportation;J'ai commandé des Brock B32 7,5x19 ET40 noires. J'ai eu des réponses à toutes mes questions et de surcroît un suivi après la livraison.;commandé brock b32 7 5x19 et40 noires réponses question surcroît suivi livraison;1;0;1.0
daniel CANAVESE;1;5.0;Jantes;Très professionnel;;sturny-jantes.fr;vehicles_transportation;Très professionnel;très professionnel;1;0;1.0
elise gay;2;5.0;Impeccable;Livrée dans les temps mais pour le reste impeccable;;sturny-jantes.fr;vehicles_transportation;Livrée dans les temps mais pour le reste impeccable;livrée temps impeccable;1;0;1.0
thibaud bastien;2;5.0;Jantes commander et reçu rapidement…;Jantes commander et reçu rapidement rien à dir;;sturny-jantes.fr;vehicles_transportation;Jantes commander et reçu rapidement rien à dir;jantes commander reçu rapidement rien dir;1;0;1.0
jeff;1;5.0;Commande conforme;Commande conforme, le petit plus, si besoin on vous recontacte pour vérifier la compatibilité.;;sturny-jantes.fr;vehicles_transportation;Commande conforme, le petit plus, si besoin on vous recontacte pour vérifier la compatibilité.;commande conforme petit besoin recontacte vérifier compatibilité;1;0;1.0
christian Phetsiriseng;1;5.0;Je suis très content de leur service…;Je suis très content de leur service Sturny Jantes;;sturny-jantes.fr;vehicles_transportation;Je suis très content de leur service Sturny Jantes;très content service sturny jantes;1;0;1.0
ANGELO;1;5.0;Achat 4 jantes alu;Bonjour, je conseille Sturny,livraison 3 jours après la commande ,jantes conformes à mes attentes (RC Design),et gérants très disponibles.;;sturny-jantes.fr;vehicles_transportation;Bonjour, je conseille Sturny,livraison 3 jours après la commande ,jantes conformes à mes attentes (RC Design),et gérants très disponibles.;bonjour conseille sturny livraison 3 jours commande jantes conform attentes ( rc design ) gérants très disponibles;1;0;1.0
Stephane Lupo;5;5.0;Délai tenu et service très pro,;Délai tenu et service très pro,Bravo,;;sturny-jantes.fr;vehicles_transportation;Délai tenu et service très pro,Bravo,;délai tenu service très pro bravo;1;0;1.0
Christophe Girardot;1;5.0;Impeccable;Impeccable, comme toujours.;;sturny-jantes.fr;vehicles_transportation;Impeccable, comme toujours.;impeccable;1;0;1.0
Patricia TENAND;5;4.0;RAS OK;RAS, conforme a la commande;;sturny-jantes.fr;vehicles_transportation;RAS, conforme a la commande;ras conforme commande;1;0;1.0
Jean Luc BLANC;1;5.0;les jantes n'ont pas encore été testées…;les jantes n'ont pas encore été testées mais je peux dire que le service est de qualité;;sturny-jantes.fr;vehicles_transportation;les jantes n'ont pas encore été testées mais je peux dire que le service est de qualité;jantes testées service qualité;1;0;1.0
Jean-Chirstophe Audin;1;5.0;Kivraison rapide;Kivraison rapide. Produit correspondant à ma commande.;;sturny-jantes.fr;vehicles_transportation;Kivraison rapide. Produit correspondant à ma commande.;kivraison rapide produit correspondant commande;1;0;1.0
Philippe Gardiner;2;5.0;Je recommande;Je recommandeEquipe, service, conseils +++++;;sturny-jantes.fr;vehicles_transportation;Je recommandeEquipe, service, conseils +++++;recommandeequipe service conseils +++++;1;0;1.0
guillaume herrick;1;5.0;Parfait. Rapide et sérieux;Livraison rapideEt produit de qualité;;sturny-jantes.fr;vehicles_transportation;Livraison rapideEt produit de qualité;livraison rapideet produit qualité;1;0;1.0
PHILIPPE CARDON;1;5.0;très bien;accueil au téléphone rapide;;sturny-jantes.fr;vehicles_transportation;accueil au téléphone rapide;accueil téléphone rapide;1;0;1.0
Jean-Charles Frot;1;5.0;Supers conseils;Supers conseilsLivraison très rapide 5 étoiles;;sturny-jantes.fr;vehicles_transportation;Supers conseilsLivraison très rapide 5 étoiles;supers conseilslivraison très rapide 5 étoiles;1;0;1.0
Elise;2;5.0;Les conseillères de vente sont très…;Les conseillères de vente sont très sympa, les produits sont vraiment de qualité, on voit qu'ils ont été sélectionné avec minutie. Tout ce que j'ai acheté chez LNLM est super.;;lnlm.fr;vehicles_transportation;Les conseillères de vente sont très sympa, les produits sont vraiment de qualité, on voit qu'ils ont été sélectionné avec minutie. Tout ce que j'ai acheté chez LNLM est super.;conseillères vente très sympa produits vraiment qualité voit sélectionné minutie acheté lnlm super;1;0;1.0
marie-pierre batoz;2;5.0;5 étoiles comme pour chaque visite;5 étoiles comme pour chaque visite, la selection des produits, Les conseils de qualité;;lnlm.fr;vehicles_transportation;5 étoiles comme pour chaque visite, la selection des produits, Les conseils de qualité;5 étoiles visite selection produits conseils qualité;1;0;1.0
Nadiaéla;3;5.0;Service impeccable depuis des années…;Service impeccable depuis des années que je fréquente le magasin LNLM!;;lnlm.fr;vehicles_transportation;Service impeccable depuis des années que je fréquente le magasin LNLM!;service impeccable années fréquente magasin lnlm !;1;0;1.0
paul el khoury;1;5.0;Livraison très rapide et produit de…;Livraison très rapide et produit de qualité;;lnlm.fr;vehicles_transportation;Livraison très rapide et produit de qualité;livraison très rapide produit qualité;1;0;1.0
cora cochet;1;5.0;Le magasin où il y a le plus de…;Le magasin où il y a le plus de vêtements moto femmes de Paris. Professionnelle qui connait parfaitement chaques technicitées de tous ses modèles exposés dans sa boutique. Ferme à 20h.;;lnlm.fr;vehicles_transportation;Le magasin où il y a le plus de vêtements moto femmes de Paris. Professionnelle qui connait parfaitement chaques technicitées de tous ses modèles exposés dans sa boutique. Ferme à 20h.;magasin vêtements moto femmes paris professionnelle connait parfaitement chaques technicitées modèles exposés boutique ferme 20h;1;0;0.915
Marie Helene Senaux;2;4.0;Accueillante;AccueillanteProfessionnelleBon rapport qualité /prixC'est pour cela que je viens acheter chez vous;;lnlm.fr;vehicles_transportation;AccueillanteProfessionnelleBon rapport qualité /prixC'est pour cela que je viens acheter chez vous;accueillanteprofessionnellebon rapport qualité /prixc viens acheter;1;0;1.0
alex;1;5.0;Vendeuse accueillante et forte de…;Vendeuse accueillante et forte de conseils qui a pris son temps pour me présenter les différents modèles de casques et gants;;lnlm.fr;vehicles_transportation;Vendeuse accueillante et forte de conseils qui a pris son temps pour me présenter les différents modèles de casques et gants;vendeuse accueillante forte conseils pris temps présenter modèles casques gants;1;0;1.0
JEROME;3;5.0;Bonne boutique !;DisponibleEfficaceProduit conforme à mes attentes.;;lnlm.fr;vehicles_transportation;DisponibleEfficaceProduit conforme à mes attentes.;disponibleefficaceproduit conforme attentes;1;0;1.0
R.G;1;4.0;Top Magasin...du choix;Disponibilités et expertise des équipes. Continuez;;lnlm.fr;vehicles_transportation;Disponibilités et expertise des équipes. Continuez;disponibilités expertise équipes continuez;1;0;1.0
Veronique Riquier;1;5.0;Accueil très sympathique et surtout…;Accueil très sympathique et surtout très professionnel;;lnlm.fr;vehicles_transportation;Accueil très sympathique et surtout très professionnel;accueil très sympathique très professionnel;1;0;1.0
NICOLE BERAUDO;4;5.0;Aussitôt commandées aussitôt reçue les…;Aussitôt commandées aussitôt reçue les bottes pour le départ en voyage. Just in Time.merci;;lnlm.fr;vehicles_transportation;Aussitôt commandées aussitôt reçue les bottes pour le départ en voyage. Just in Time.merci;aussitôt commandées aussitôt reçue bottes départ voyage just in time;1;0;1.0
Martine THOME;1;5.0;enfin un pantalon qui me va sans avoir…;enfin un pantalon qui me va sans avoir un ourlet a faire;;lnlm.fr;vehicles_transportation;enfin un pantalon qui me va sans avoir un ourlet a faire;pantalon ourlet faire;1;0;1.0
Mary;2;5.0;Accueil toujours très sympathique;Accueil toujours très sympathique, large choix et qualité des renseignements, ne pas aller ailleurs !;;lnlm.fr;vehicles_transportation;Accueil toujours très sympathique, large choix et qualité des renseignements, ne pas aller ailleurs !;accueil très sympathique large choix qualité renseignements all ailleurs !;1;0;1.0
Nathalie;1;5.0;Rapide;Rapide, super matos...;15 mars 2021;www.german-bikes.fr;vehicles_transportation;Rapide, super matos...;rapide super matos;1;0;1.0
Sébastien Hetzel;1;5.0;Commande et livraison VTT;Très content, le vélo a été livré chez moi avec une mise en route.Service professionnel.;;www.german-bikes.fr;vehicles_transportation;Très content, le vélo a été livré chez moi avec une mise en route.Service professionnel.;très content vélo livré mise route service professionnel;1;0;1.0
Igor Barbault;1;5.0;Vendeurs sympathiques;Vendeurs sympathiques, vtt reçu dans les temps;;www.german-bikes.fr;vehicles_transportation;Vendeurs sympathiques, vtt reçu dans les temps;vendeurs sympathiques vtt reçu temps;1;0;1.0
DANIEL BRETON;3;5.0;très bon site;produit conforme à mes attentes, et rapidité de livraison;;www.german-bikes.fr;vehicles_transportation;produit conforme à mes attentes, et rapidité de livraison;produit conforme attentes rapidité livraison;1;0;1.0
Francois Vitale;1;5.0;PRODUIT CONFORME AU SITE;PRODUIT CONFORME AU SITEACCUEIL TELEPHONIQUE SYMPATHIQUELIVRAISON DANS LES TEMPSNOTICE DE MONTAGE UN PEU SUCCINTE;;www.german-bikes.fr;vehicles_transportation;PRODUIT CONFORME AU SITEACCUEIL TELEPHONIQUE SYMPATHIQUELIVRAISON DANS LES TEMPSNOTICE DE MONTAGE UN PEU SUCCINTE;produit conforme siteaccueil telephonique sympathiquelivraison tempsnotice montage succinte;1;0;1.0
hugues didier;5;5.0;bonjour;bonjour , donc pourquoi : je ne les connaissais pas , je pose une questions , réponse rapide , donc je commande 48h00 apres chez moi , cool non ?;;www.german-bikes.fr;vehicles_transportation;bonjour , donc pourquoi : je ne les connaissais pas , je pose une questions , réponse rapide , donc je commande 48h00 apres chez moi , cool non ?;bonjour : connaissais pose question réponse rapide commande 48h00 cool non ?;1;0;0.893
Francoise Le Liboux;2;5.0;vendeur serieux,disponible et livraison…;vendeur serieux,disponible et livraison rapide.excellent;;www.german-bikes.fr;vehicles_transportation;vendeur serieux,disponible et livraison rapide.excellent;vendeur serieux disponible livraison rapide excellent;1;0;1.0
Client;4;5.0;Rien a redire;Très contant des vélos, de l’accueil, de l’aspect commerciale et de la livraison;;www.german-bikes.fr;vehicles_transportation;Très contant des vélos, de l’accueil, de l’aspect commerciale et de la livraison;très contant vélos accueil aspect commerciale livraison;1;0;1.0
Bernard;6;5.0;qualité et ponctualité;rien à signaler;;www.german-bikes.fr;vehicles_transportation;rien à signaler;rien signaler;1;0;1.0
David;1;5.0;À recommander;Délai de livraison très courtEmballage de qualitéInconvénient : la description du produit sur le site manque de précisions;;www.german-bikes.fr;vehicles_transportation;Délai de livraison très courtEmballage de qualitéInconvénient : la description du produit sur le site manque de précisions;délai livraison très courtemballage qualitéinconvénient : description produit site manque précisions;1;0;0.856
Laurent Barbleu;1;5.0;Fiable et bon suivi. RAS;Conseils avisés et équipe sympathique;;www.german-bikes.fr;vehicles_transportation;Conseils avisés et équipe sympathique;conseils avisés équipe sympathique;1;0;1.0
Jcl;2;5.0;Tres bonne transaction;"Commandé le dimanche, reçu le mercredi dans un emballage prévu pour.Monté de suite et essayé le lendemain. Il y a un léger ""voile"" sur la roue avant, a voir.";;www.german-bikes.fr;vehicles_transportation;"Commandé le dimanche, reçu le mercredi dans un emballage prévu pour.Monté de suite et essayé le lendemain. Il y a un léger ""voile"" sur la roue avant, a voir.";commandé dimanche reçu mercredi emballage prévu monté suite essayé lendemain léger `` voile '' roue voir;1;0;0.961
Florence Marechal;1;5.0;Haibike;Super service, livraison très rapide;;www.german-bikes.fr;vehicles_transportation;Super service, livraison très rapide;super service livraison très rapide;1;0;1.0
Luidji76;15;3.0;Trop long en livraison;Expédié avec 1 jour de retard (mardi au lieu de lundi) + 6 jours de livraison chronopost ( du mardi au lundi)... Trop long, inacceptable :-((;;www.german-bikes.fr;vehicles_transportation;Expédié avec 1 jour de retard (mardi au lieu de lundi) + 6 jours de livraison chronopost ( du mardi au lundi)... Trop long, inacceptable :-((;expédié 1 jour retard ( mardi lieu lundi ) + 6 jours livraison chronopost ( mardi lundi ) trop long inacceptable : - ( (;1;0;1.0
GILLES GONET;1;5.0;Site très pro;Conseil , livraison rien a redire je conseil vivement;;www.german-bikes.fr;vehicles_transportation;Conseil , livraison rien a redire je conseil vivement;conseil livraison rien redire conseil vivement;1;0;1.0
MICHEL PARRA;2;5.0;what else ?;Réception parfaite, rapide.;;www.german-bikes.fr;vehicles_transportation;Réception parfaite, rapide.;réception parfaite rapide;2;0;0.828
JEREMIE VANCOPPENOLLE;1;5.0;Parfait! Livraison Expresse;Commande avant midi, vélo livré le lendemain matin...;;www.german-bikes.fr;vehicles_transportation;Commande avant midi, vélo livré le lendemain matin...;commande midi vélo livré lendemain matin;1;0;1.0
Mr Mikhail;1;5.0;Merci;Merci merci merci;;marseillechauffeurservice.com;vehicles_transportation;Merci merci merci;;2;0;1.0
Mme Rabiller;1;5.0;Service de qualité et chauffeur très…;Service de qualité et chauffeur très professionnel;;marseillechauffeurservice.com;vehicles_transportation;Service de qualité et chauffeur très professionnel;service qualité chauffeur très professionnel;1;0;1.0
Florian P;1;5.0;Prestation très professionnelle;Prestation très professionnelle. Véhicule et service de grande qualité.;;marseillechauffeurservice.com;vehicles_transportation;Prestation très professionnelle. Véhicule et service de grande qualité.;prestation très professionnelle véhicule service grande qualité;1;0;1.0
Mr Fontanel;1;5.0;Une service de haute qualité;Une service de haute qualité. Irréprochable.;;marseillechauffeurservice.com;vehicles_transportation;Une service de haute qualité. Irréprochable.;service haute qualité irréprochable;1;0;1.0
Mme Lebeau;1;5.0;Excellente qualité de service;Excellente qualité de service ! Pierre est un chauffeur très professionnel.;;marseillechauffeurservice.com;vehicles_transportation;Excellente qualité de service ! Pierre est un chauffeur très professionnel.;excellente qualité service ! pierre chauffeur très professionnel;1;0;1.0
LILIAN;1;1.0;pas rapide du tout;2 semaines après la commande j'ai enfin reçu mes pneus..........48 72 heures demande a voirau bout d'une semaine j'ai appelé et ma commande n'avais toujours pas été traitéje ne prendrai plus de pneus chez vous!;;www.gopneus.com;vehicles_transportation;2 semaines après la commande j'ai enfin reçu mes pneus..........48 72 heures demande a voirau bout d'une semaine j'ai appelé et ma commande n'avais toujours pas été traitéje ne prendrai plus de pneus chez vous!;2 semaines commande reçu pneus 48 72 heures demande voirau bout semaine appelé commande traitéje prendrai pneus !;1;0;1.0
leriche olivier;2;5.0;simple, pas cher, rapide;je conseil gopneus;;www.gopneus.com;vehicles_transportation;je conseil gopneus;conseil gopneus;1;0;1.0
aurore adami;7;5.0;super site;envoi rapide garagiste sympa;;www.gopneus.com;vehicles_transportation;envoi rapide garagiste sympa;envoi rapide garagiste sympa;1;0;1.0
Moi;1;4.0;R A S, livraison rapide;Rien a signaler, livraison en temp voulu.;;www.gopneus.com;vehicles_transportation;Rien a signaler, livraison en temp voulu.;rien signaler livraison temp voulu;1;0;1.0
Jean-Paul;4;5.0;C'est tout bon;++conforme à mes attentes++;;www.gopneus.com;vehicles_transportation;++conforme à mes attentes++;++conforme attentes++;1;0;1.0
olivier;1;5.0;bon prix, site sans problèmes;pneu livré rapidement;;www.gopneus.com;vehicles_transportation;pneu livré rapidement;pneu livré rapidement;1;0;1.0
Jerome;1;5.0;Bien et rapide;A conseiller.;;www.gopneus.com;vehicles_transportation;A conseiller.;conseiller;1;0;1.0
Sébastien Vergnaud;6;5.0;Livraison conforme à la commande.;Livraison rapide malgré les conditions météorogiques et les barrières de dégel.;;www.gopneus.com;vehicles_transportation;Livraison rapide malgré les conditions météorogiques et les barrières de dégel.;livraison rapide malgré condition météorogiques barrières dégel;1;0;1.0
christophe chevalier;1;4.0;satisfaisant;a renouveler;;www.gopneus.com;vehicles_transportation;a renouveler;renouveler;1;0;1.0
Client sébastien;10;4.0;bon site je conseil;trés content de la commande.rapide;;www.gopneus.com;vehicles_transportation;trés content de la commande.rapide;trés content commande rapide;1;0;1.0
manu;2;5.0;rapide;livraison rapide;;www.gopneus.com;vehicles_transportation;livraison rapide;livraison rapide;1;0;1.0
Michel DEVAUX;1;5.0;très rapide produit conforme;livré en moins de 48 h après commande;;www.gopneus.com;vehicles_transportation;livré en moins de 48 h après commande;livré 48 h commande;1;0;1.0
ravon;2;5.0;rapidité et efficacité;envoi tres rapide et produit nickel;;www.gopneus.com;vehicles_transportation;envoi tres rapide et produit nickel;envoi rapide produit nickel;1;0;1.0
marc;3;5.0;Produit conforme a la commande et livraison en 48H c'est super;Aucun reproche a faire à ce site,;;www.gopneus.com;vehicles_transportation;Aucun reproche a faire à ce site,;reproche faire site;1;0;1.0
Vincent et Minu PEILLEX;1;4.0;niquel comme ons dit;beaucoup de choix et rapide.;;www.gopneus.com;vehicles_transportation;beaucoup de choix et rapide.;beaucoup choix rapide;1;0;1.0
Joao Marques;3;5.0;Large choix.bonne équipe.;Bom produit,livraison rapide.;;www.gopneus.com;vehicles_transportation;Bom produit,livraison rapide.;bom produit livraison rapide;1;0;1.0
philippe monnet;1;4.0;tout s'est bien passé jusqu'à la livraison;pour la qualité des pneus reste à voir;;www.gopneus.com;vehicles_transportation;pour la qualité des pneus reste à voir;qualité pneus voir;1;0;1.0
jean-pierre fresnais;1;4.0;pas cher et rapide;excelent rapport qualite/prix qurelques soucis pour le paiement par carte mais un cheque envoye et c'est parti;;www.gopneus.com;vehicles_transportation;excelent rapport qualite/prix qurelques soucis pour le paiement par carte mais un cheque envoye et c'est parti;excelent rapport qualite/prix qurelques soucis paiement carte cheque envoye parti;1;0;1.0
Frédéric Micheaud;1;5.0;Rapide, fiable et avec suivi;Bonjour suite à la vente de ma 997 cab 4 GTS, j'ai eu du mal à trouver un nouveau véhicule. M Robin a cherché pour moi cette nouvelle Porsche et a trouvé la pépite. Rapidement avec les conseils adéquats. Acheter à distance (vu la somme) est un peu stressant mais son accompagnement et sa réputation ont parlé pour M Robin. Bravo aussi pour la livraison. Je recommande Select auto Les Sables;;select-automobiles.fr;vehicles_transportation;Bonjour suite à la vente de ma 997 cab 4 GTS, j'ai eu du mal à trouver un nouveau véhicule. M Robin a cherché pour moi cette nouvelle Porsche et a trouvé la pépite. Rapidement avec les conseils adéquats. Acheter à distance (vu la somme) est un peu stressant mais son accompagnement et sa réputation ont parlé pour M Robin. Bravo aussi pour la livraison. Je recommande Select auto Les Sables;bonjour suite vente 997 cab 4 gts mal trouver nouveau véhicule robin cherché nouvelle porsche trouvé pépite rapidement conseils adéquats acheter distance ( somme ) stressant accompagnement réputation parlé robin bravo livraison recommande select auto sables;1;0;0.843
Client;3;5.0;5 étaoiles;Service, disponibilité et professionnalisme caractérise Mr RobinMerci pour la vente de son véhicule;;select-automobiles.fr;vehicles_transportation;Service, disponibilité et professionnalisme caractérise Mr RobinMerci pour la vente de son véhicule;service disponibilité professionnalisme caractérise mr robinmerci vente véhicule;1;0;1.0
MEYSSONNIER;1;5.0;TRES PROFESSIONNEL;MR ROBIN m'a évité d'être victime d'une arnaque auprès d'un importateuralors que je m'étais déjà engagé.Concernant sa prestation, le véhicule proposé était conforme à mon souhait, j'ai été informé quasi quotidiennement de la situation de ma commande,avec un délais respecté.Très attentif à la satisfaction de ses clients , me ROBIN m'a rappelé afin connaitre si tout se déroulé parfaitement.Un grand merci pour son attention.MEYSSONNIER;;select-automobiles.fr;vehicles_transportation;MR ROBIN m'a évité d'être victime d'une arnaque auprès d'un importateuralors que je m'étais déjà engagé.Concernant sa prestation, le véhicule proposé était conforme à mon souhait, j'ai été informé quasi quotidiennement de la situation de ma commande,avec un délais respecté.Très attentif à la satisfaction de ses clients , me ROBIN m'a rappelé afin connaitre si tout se déroulé parfaitement.Un grand merci pour son attention.MEYSSONNIER;mr robin évité victime arnaque auprès importateuralors déjà engagé prestation véhicule proposé conforme souhait informé quasi quotidiennement situation commande délais respecté très attentif satisfaction clients robin rappelé connaitre déroulé parfaitement grand attention meyssonnier;1;0;0.824
simon;1;4.0;RX 450 H - livraison le 22/12 - merci Père Noel !;Réactivité, disponibilité deux points forts de Select Automobiles.Livraison dans le timing - rien à dire...;;select-automobiles.fr;vehicles_transportation;Réactivité, disponibilité deux points forts de Select Automobiles.Livraison dans le timing - rien à dire...;réactivité disponibilité point fort select automobile livraison time - rien;1;0;1.0
Fabrice;2;5.0;Unique;Réserve et prend les services de Sayshuttle les yeux fermés.;;www.sayshuttle.com;vehicles_transportation;Réserve et prend les services de Sayshuttle les yeux fermés.;réserve prend service sayshuttle yeux fermés;1;0;1.0
Séb Aubry;1;5.0;Commande rapide;Commande rapide, super résultat 👍;;ledlighting-france.fr;vehicles_transportation;Commande rapide, super résultat 👍;commande rapide super résultat 👍;1;0;1.0
Johan Ardes;2;5.0;Commandé hier;Commandé hier, colis déjà en route et prévu demain. Donc produit pas encore reçu mais cette personne est très professionnelle. Hâte de les monter pour tester.;;ledlighting-france.fr;vehicles_transportation;Commandé hier, colis déjà en route et prévu demain. Donc produit pas encore reçu mais cette personne est très professionnelle. Hâte de les monter pour tester.;commandé hier colis déjà route prévu demain produit reçu très professionnelle hâte monter tester;1;0;1.0
VERO;1;5.0;jeune et compétent;Mon Audi TT vendue en 1 mois par ce professionnel très sympathique.Si je devais racheter une voiture de sport je passerais par lui en toute sécurité.Merci;;beltone-automobiles.fr;vehicles_transportation;Mon Audi TT vendue en 1 mois par ce professionnel très sympathique.Si je devais racheter une voiture de sport je passerais par lui en toute sécurité.Merci;audi tt vendue 1 mois professionnel très sympathique devais racheter voiture sport passerais sécurité;1;0;1.0
SEDRINI Mustapha;1;5.0;Confiance et Fiabilité;Je le conseillerais à n'importe qui de mon entourage.;;beltone-automobiles.fr;vehicles_transportation;Je le conseillerais à n'importe qui de mon entourage.;conseillerais entourage;1;0;0.891
THIERRY ROUSTAN;7;5.0;Parfait.;Parfait.Rien à redire.;16 mars 2021;www.123roulement.com;vehicles_transportation;Parfait.Rien à redire.;parfait rien redire;1;0;1.0
Laurence Germain;3;5.0;Roulements conformes et livraison très…;Roulements conformes et livraison très rapide;16 mars 2021;www.123roulement.com;vehicles_transportation;Roulements conformes et livraison très rapide;roulements conform livraison très rapide;1;0;1.0
CLAUDE BERNARD;1;5.0;Etablissement sérieux;Etablissement sérieuxCommandes livrées dès le lendemain;16 mars 2021;www.123roulement.com;vehicles_transportation;Etablissement sérieuxCommandes livrées dès le lendemain;etablissement sérieuxcommandes livrées lendemain;1;0;1.0
rodolphe SEGONNE;1;5.0;réactivité;réactivité, précision du référencement, coûts tenus.Rien à dire. C'est parfait!Rodolphe Segonne-Bavière Méditerranée SARL(spécialiste BMW) (région de Montpellier).;16 mars 2021;www.123roulement.com;vehicles_transportation;réactivité, précision du référencement, coûts tenus.Rien à dire. C'est parfait!Rodolphe Segonne-Bavière Méditerranée SARL(spécialiste BMW) (région de Montpellier).;réactivité précision référencement coûts tenus rien parfait ! rodolphe segonne-bavière méditerranée sarl ( spécialiste bmw ) ( région montpellier );1;0;1.0
Bruno SOULINGEAS GAEC LES VERGERS DE MEILHAC;3;5.0;Parfait;Parfaitlivraison rapidetrès professionnels;16 mars 2021;www.123roulement.com;vehicles_transportation;Parfaitlivraison rapidetrès professionnels;parfaitlivraison rapidetrès professionnels;1;0;1.0
BRUNO BONANNI;1;5.0;parfait;parfaittoujours la pièce qu il me faut;16 mars 2021;www.123roulement.com;vehicles_transportation;parfaittoujours la pièce qu il me faut;parfaittoujours pièce faut;1;0;1.0
Lionel FLEURET;3;4.0;bonjour;bonjour les roulements commandés ont ete monter rien a dire c est impeccable;16 mars 2021;www.123roulement.com;vehicles_transportation;bonjour les roulements commandés ont ete monter rien a dire c est impeccable;bonjour roulements commandés ete monter rien impeccable;1;0;1.0
Client;4;5.0;Nickel;Nickel, expédition rapide !!;15 mars 2021;www.123roulement.com;vehicles_transportation;Nickel, expédition rapide !!;nickel expédition rapide ! !;1;0;1.0
Daniel Outtier;7;5.0;Parfait;produit conforme à mes attendes, service rapide;15 mars 2021;www.123roulement.com;vehicles_transportation;produit conforme à mes attendes, service rapide;produit conforme attend service rapide;1;0;1.0
François;4;5.0;Produits rapidement mis en livraison;Produits rapidement mis en livraison. Choix suffisant pour mon usage.;15 mars 2021;www.123roulement.com;vehicles_transportation;Produits rapidement mis en livraison. Choix suffisant pour mon usage.;produits rapidement mis livraison choix usage;1;0;1.0
florian B;2;5.0;Rapide et conforme;Tout est OK. Commande et livraison très rapide. Beaucoup de choix;15 mars 2021;www.123roulement.com;vehicles_transportation;Tout est OK. Commande et livraison très rapide. Beaucoup de choix;ok commande livraison très rapide beaucoup choix;1;0;1.0
José TROIS-VALETS;6;5.0;Ras. Correspondair à ma commande.;Ras. Correspondait à ma commande.;15 mars 2021;www.123roulement.com;vehicles_transportation;Ras. Correspondait à ma commande.;ras correspondait commande;1;0;1.0
Alri;6;5.0;Livraison de la commande rapide et…;Livraison de la commande rapide et conforme.;15 mars 2021;www.123roulement.com;vehicles_transportation;Livraison de la commande rapide et conforme.;livraison commande rapide conforme;1;0;1.0
Francois BLAISON;2;5.0;produit conforme;produit conforme, livraison rapide, vendeur sérieux.;13 mars 2021;www.123roulement.com;vehicles_transportation;produit conforme, livraison rapide, vendeur sérieux.;produit conforme livraison rapide vendeur sérieux;1;0;0.82
